Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Research & Development Expenditure (Programme),Science & Innovation Group - Science & Innovation Group,ECOFYS UK LTD,4027313,"59,387.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4027314,"23,900.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Consultancy Advice Provided From Third Parties,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",AMTEC Consulting plc,4027315,"10,976.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,OFFICE ANGELS LTD,4027323,906.73
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Energy Markets & Infrastructure - Office of Nuclear Development,OFFICE ANGELS LTD,4027324,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),National Climate Change & Consumer Support - Communications,OFFICE ANGELS LTD,4027327,629.29
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",ADECCO UK LTD,4027329,916.74
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - Energy Strategy & Futures/Electricity Market Reform,ADECCO UK LTD,4027330,741.46
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - Energy Strategy & Futures/Electricity Market Reform,ADECCO UK LTD,4027331,668.29
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4027332,657.22
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Training,Operations - Finance and Procurement,FOCUS PROJECT MANAGEMENT (EUROPE) LTD T/A FOCUS ON TRAINING,4027334,"1,695.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Legal Advice,Energy Markets & Infrastructure - DECC Commercial Team,FRESHFIELDS BRUCKHAUS DERINGER,4027335,"59,760.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,04-Aug-2011,External Training,EMI - Energy Strategy & Futures/Electricity Market Reform,MARKETFORCE BUSINESS MEDIA LTD,4027336,625.5
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Computer Consumables,Operations - Finance and Procurement,XMA LTD,4027338,"3,466.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Contributions (Programme),ICCEE - International Climate Change,MINISTRY OF DEFENCE,4027344,"20,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Legal Services and Advice Agency,EMI - OND,INDECS CONSULTING LTD,4027348,"12,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Hire of Agency Staff (Professional/Management),Private Office - Private Office,BROOK STREET (UK) LTD,4027349,534.1
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Nuclear Decommissioning & Security,BROOK STREET (UK) LTD,4027351,"1,111.62"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,BROOK STREET (UK) LTD,4027352,704.16
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027353,523.32
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027354,538.27
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027355,613.03
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Economic Consultancy & Research,EMI - Energy Strategy & Futures/Electricity Market Reform,POYRY MANAGEMENT CONSULTING (UK) LTD,4027356,"35,888.33"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Other Staff Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,BROOK STREET (UK) LTD,4027357,613.03
Department of Energy and Climate Change,Department of Energy and Climate Change,16-Aug-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ERNST & YOUNG LLP,4027360,"97,649.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,16-Aug-2011,Project Management Costs (Programme),ICCEE - Fuel Poverty & Smart Meters,ERNST & YOUNG LLP,4027361,"170,035.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Hire of Agency Staff (Professional/Management),ICCEE - Heat & Industry,MORGAN HUNT UK LTD,4027362,"1,689.06"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Corporate Support & Shared Services - Corporate Support & Shared Services,ADECCO UK LTD,4027367,653.18
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027368,"1,161.60"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Publications,EMI - Energy Strategy & Futures/Electricity Market Reform,COI COMMUNICATIONS,4027369,"27,188.75"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027370,744.55
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027372,"2,054.40"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Technical Advice,EMI - OCCS,POYRY MANAGEMENT CONSULTING (UK) LTD,4027373,"38,564.32"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Outsourced Programme Management Services,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",EVOLVE BUSINESS CONSULTANCY LTD,4027374,"1,092.49"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,GREEN PARK INTERIM & EXECUTIVE LTD,4027375,"25,300.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Technical Advice,Energy Markets & Infrastructure - DECC Commercial Team,KPMG LLP,4027376,"48,073.62"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,IT Maintenance and Management Services,Energy Markets & Infrastructure - Energy Development Unit,COLLABRO,4027377,"18,850.70"
Department of Energy and Climate Change,Department of Energy and Climate Change,05-Aug-2011,Cash Expenditure during the Year - COPD,EMI - Energy Development,THOMPSONS,4027379,"23,700.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Media Services,National Climate Change & Consumer Support - Communications,PRECISE MEDIA MONITORING LTD,4027382,"3,007.04"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Outsourced Technical Support (Programme),Energy Markets & Infrastructure - Security and resilience,DSTL,4027383,"24,378.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,MILLS & REEVE,4027384,"33,839.01"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Secondees (not paid directly),EMI - Energy Strategy & Futures/Electricity Market Reform,OFFICE OF GAS AND ELECTRICITY MARKETS [OFGEM],4027386,"4,783.59"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Secondees (not paid directly),Science & Innovation Group - Science & Innovation Group,IBM UNITED KINGDOM LTD,4027387,"3,466.64"
Department of Energy and Climate Change,Department of Energy and Climate Change,24-Aug-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,NETWORKERS RECRUITMENT SERVICES LTD T/A NETWORKERS INTERNATIONAL PLC,4027394,"19,434.45"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Consultancy Advice Provided From Third Parties,ICCEE - Fuel Poverty & Smart Meters,NETWORKERS RECRUITMENT SERVICES LTD T/A NETWORKERS INTERNATIONAL PLC,4027395,"20,800.10"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Capital Grants to Private Sector - Not Own Asset Creation,Science & Innovation Group - Science & Innovation Group,LONDON BUSES SERVICES LTD,4027399,"67,855.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,External Training,Operations - HR,BIP SOLUTIONS LTD,4027403,"9,133.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Administration of Grants and Awards,Energy Markets & Infrastructure - Energy Development Unit,NATURAL ENVIRONMENT RESEARCH COUNCIL,4027404,"15,953.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Capital Grants to Private Sector - Own Asset Creation,EMI - ORED,AEA TECHNOLOGY plc,4027406,"43,753.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Capital Grants to Private Sector - Own Asset Creation,EMI - ORED,AEA TECHNOLOGY plc,4027407,"20,195.21"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Recoveries Account,Corporate Payments - ,DEPARTMENT FOR TRANSPORT,4027408,744.88
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Outsourced Programme Management Services,ICCEE - Heat & Industry,AEA TECHNOLOGY plc,4027411,"73,131.04"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4027412,"3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Research & Development Expenditure (Programme),SEG Including Strategy - Energy Innovation Policy,CAMBRIDGE ARCHITECTURAL RESEARCH LTD,4027413,"99,075.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4027414,"1,682.42"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,ICT Infrastructure Specific Service,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4027415,"2,227.91"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4027416,"4,333.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Standard Desktop Services,Operations - Finance and Procurement,FUJITSU SERVICES LTD,4027417,"22,667.15"
Department of Energy and Climate Change,Department of Energy and Climate Change,08-Aug-2011,Sponsorship Support,EMI - Energy Development,THE TECHNOLOGY STRATEGY BOARD,4027418,"15,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,PARITY RESOURCES LTD,4027422,"18,720.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Outsourced Programme Management Services,EMI - Energy Development,SENERGY (GB) LTD,4027425,"2,062.46"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,IT Software Licences,SEG Including Strategy - Energy Innovation Policy,PALISADE EUROPE UK LTD,4027426,597
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Hire of Agency Staff (Professional/Management),Operations - Finance and Procurement,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4027427,"2,648.05"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Finance Training,EMI - OCCS,CIPFA BUSINESS LTD,4027429,"7,381.72"
Department of Energy and Climate Change,Department of Energy and Climate Change,22-Aug-2011,Research & Development Expenditure (Programme),ICCEE - International Climate Change,INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS (IIASA),4027430,"44,748.21"
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,External Training,Operations - HR,ILX GROUP PLC,4027431,750
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Printing,Operations - Finance and Procurement,STAIRWAY COMMUNICATIONS LTD,4027432,"10,103.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Private Office - Private Office,Reed Personnel Services Ltd,4027435,545.62
Department of Energy and Climate Change,Department of Energy and Climate Change,09-Aug-2011,Other Media Costs,Operations - Economics,PROMOTIONAL LOGISTICS LTD,4027437,876.22
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Maintenance of IT Equipment,ICCEE - Heat & Industry,AMTEC Consulting plc,4027440,"4,256.70"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Other Accommodation Charges,Operations - Finance and Procurement,APPLEYARDS LTD,4027441,"1,250.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Maintenance of IT Equipment,ICCEE - Heat & Industry,AMTEC Consulting plc,4027443,610.31
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,External Training,Operations - HR,QA LTD,4027444,"8,025.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,15-Aug-2011,Maintenance of IT Equipment,ICCEE - Heat & Industry,AMTEC Consulting plc,4027445,"3,785.57"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Admin Grant to Energy Saving Trust,ICCEE - Green Deal,THE ENERGY SAVING TRUST LTD,4027447,"188,868.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,External Training,Operations - Communications,COI COMMUNICATIONS,4027448,"3,200.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,15-Aug-2011,IT Software Licences,SEG Including Strategy - Energy Innovation Policy,PARAGON DECISION TECHNOLOGY B.V,4027449,"3,069.15"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Technical Advice,ICCEE - Heat & Industry,AEA TECHNOLOGY plc,4027450,"24,084.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,22-Aug-2011,Outsourced Programme Management Services,ICCEE - Fuel Poverty & Smart Meters,EVOLVE BUSINESS CONSULTANCY LTD,4027451,"4,270.91"
Department of Energy and Climate Change,Department of Energy and Climate Change,22-Aug-2011,Outsourced Programme Management Services,ICCEE - Fuel Poverty & Smart Meters,EVOLVE BUSINESS CONSULTANCY LTD,4027452,"19,926.96"
Department of Energy and Climate Change,Department of Energy and Climate Change,22-Aug-2011,Outsourced Programme Management Services,ICCEE - Fuel Poverty & Smart Meters,EVOLVE BUSINESS CONSULTANCY LTD,4027453,"1,613.15"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Outsourced Technical Support (Programme),EMI - OCCS,GREEN PARK INTERIM & EXECUTIVE LTD,4027455,"10,097.99"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Outsourced Technical Support (Programme),EMI - OCCS,GREEN PARK INTERIM & EXECUTIVE LTD,4027456,"8,810.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Payments to Treasury Solicitors and Treasury Counsel,Operations - Legal,THE TREASURY SOLICITORS DEPARTMENT,4027458,"12,780.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Technical Advice / Services & Support,Operations - Finance and Procurement,HITACHI CONSULTING UK LTD,4027462,"3,700.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Technical Advice / Services & Support,Operations - Finance and Procurement,HITACHI CONSULTING UK LTD,4027464,"3,630.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Grant in Aid - Current -Other,SEG Including Strategy - Strategy Inc Committee on Climate Change,THE COMMITTEE ON CLIMATE CHANGE,4027465,"513,373.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4027466,883.8
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,XCHANGETEAM GROUP LTD,4027468,707.04
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Car Hire and Leasing,Private Office - Private Office,GREEN TOMATO CARS LTD,4027469,"2,668.78"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Car Hire and Leasing,Private Office - Private Office,GREEN TOMATO CARS LTD,4027470,"1,749.71"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Research & Development Expenditure (Programme),ICCEE - Heat & Industry,MARKET OPINION RESEARCH INTERNATIONAL LTD T/A IPSOS MORI,4027473,"15,113.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,10-Aug-2011,Technical Support,Operations - Nuclear Decommissioning & Security,HEALTH & SAFETY EXECUTIVE,4027474,"18,952.68"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Secondees (not paid directly),EMI - Energy Strategy & Futures/Electricity Market Reform,BRIGHT FUTURES (NZ) LTD,4027483,"12,942.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4027484,616.96
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4027485,670.42
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Cash Expenditure during the Year - Other Health Related Provisions,EMI - Energy Development,BT CONFERENCING VIDEO LTD,4027488,880.09
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Public Relations and Marketing,Operations - Communications,SOUTHBANK CENTRE ENTERPRISES LTD,4027490,"2,360.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,IT Maintenance and Management Services,EMI - Energy Development,COLLABRO,4027491,"1,476.80"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),Operations - Communications,OFFICE ANGELS LTD,4027492,658.08
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Application Support Service,EMI - Energy Development,THE UK ORACLE USER GROUP,4027493,"1,155.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),ICCEE - Fuel Poverty & Smart Meters,ADECCO UK LTD,4027499,740.36
Department of Energy and Climate Change,Department of Energy and Climate Change,15-Aug-2011,Hire of Agency Staff (Clerical/Secretariat/Other),EMI - Energy Strategy & Futures/Electricity Market Reform,ADECCO UK LTD,4027503,595.12
Department of Energy and Climate Change,Department of Energy and Climate Change,23-Aug-2011,Hire of Agency Staff (Professional/Management),ICCEE - Heat & Industry,MORGAN HUNT UK LTD,4027504,"1,764.66"
Department of Energy and Climate Change,Department of Energy and Climate Change,12-Aug-2011,Technical Support,SEG Including Strategy - Energy Innovation Policy,SINCLAIR KNIGHT MERZ EUROPE LTD,4027505,"14,046.09"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Salaries - Permanent (Programme),Operations - Nuclear Decommissioning & Security,FOREIGN AND COMMONWEALTH OFFICE (FCO),4027506,"4,553.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,NUVIA LTD,4027507,"1,983.68"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,NUVIA LTD,4027508,"89,698.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4027509,"70,520.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,NUVIA LTD,4027510,"19,263.09"
Department of Energy and Climate Change,Department of Energy and Climate Change,22-Aug-2011,Administration of Grants and Awards,Operations - Nuclear Decommissioning & Security,HTSPE LTD,4027511,"184,255.50"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,NUVIA LTD,4027512,"8,000.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,11-Aug-2011,Grants - Current - Abroad,Operations - Nuclear Decommissioning & Security,BABCOCK INTERNATIONAL GROUP PLC T/A BABCOCK NUCLEAR LTD,4027513,"32,000.00"
